USER               PID  %CPU %MEM      VSZ    RSS   TT  STAT STARTED      TIME COMMAND
_accessoryupdater 73135   0.0  0.1 435341072   5104   ??  Ss    8:37PM   0:00.15 /System/Library/PrivateFrameworks/MobileAccessoryUpdater.framework/Support/accessoryupdaterd 120
root             73136   0.0  0.0 435305648   2048   ??  Ss    8:37PM   0:00.02 /System/Library/CoreServices/liquiddetectiond.app/liquiddetectiond
ashishsingh      73133   0.0  0.1 435360560   8960   ??  S     8:37PM   0:00.15 /System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Support/mdworker_shared -s mdworker -c MDSImporterWorker -m com.apple.mdworker.shared
ashishsingh      73130   0.0  0.0 435366816   2080   ??  Ss    8:37PM   0:00.02 /System/Library/Frameworks/NetFS.framework/Versions/A/XPCServices/PlugInLibraryService.xpc/Contents/MacOS/PlugInLibraryService
root             73129   0.0  0.0 435305344   3632   ??  Ss    8:37PM   0:00.07 /System/Library/CoreServices/TimeMachine/backupd-helper -launchd
root             73127   0.0  0.0 435341920   4032   ??  Ss    8:37PM   0:00.18 /System/Library/PrivateFrameworks/MobileSoftwareUpdate.framework/Versions/A/XPCServices/com.apple.MobileSoftwareUpdate.CleanupPreparePathService.xpc/Contents/MacOS/com.apple.MobileSoftwareUpdate.CleanupPreparePathService
_softwareupdate  73126   0.0  0.1 435343408   5456   ??  Ss    8:37PM   0:00.15 /System/Library/PrivateFrameworks/MobileSoftwareUpdate.framework/Support/softwareupdated
root             73123   0.0  0.1 435340672   4848   ??  Ss    8:37PM   0:00.08 /System/Library/CoreServices/osanalyticshelper server-init
ashishsingh      73122   0.0  0.1 435353136  11616   ??  S     8:37PM   0:00.43 /System/Library/PrivateFrameworks/GenerativeExperiencesRuntime.framework/Versions/A/generativeexperiencesd
root             73121   0.0  0.1 435340976   6928   ??  Ss    8:37PM   0:00.15 /usr/libexec/triald_system
root             73120   0.0  0.1 435341216   7600   ??  Ss    8:37PM   0:06.69 /System/Library/PrivateFrameworks/ModelCatalogRuntime.framework/Versions/A/modelcatalogd
root             73114   0.0  0.0 435301504   1744   ??  Ss    8:37PM   0:00.03 /usr/libexec/smd
root             73112   0.0  0.1 435340192   4624   ??  Ss    8:37PM   0:00.14 /usr/libexec/mobileactivationd
_softwareupdate  73110   0.0  0.1 435367952   7968   ??  Ss    8:37PM   0:00.58 /System/Library/CoreServices/Software Update.app/Contents/Resources/softwareupdated
root             73109   0.0  0.1 435342112   6880   ??  Ss    8:37PM   0:00.14 /System/Library/PrivateFrameworks/MobileAssetDaemon.framework/Versions/A/XPCServices/com.apple.MobileAsset.DownloadService.Builtin.xpc/Contents/MacOS/com.apple.MobileAsset.DownloadService.Builtin
root             73107   0.0  0.1 435439984   9584   ??  Ss    8:37PM   0:15.42 /usr/libexec/mobileassetd
root             73105   0.0  0.1 435340128   4400   ??  Ss    8:37PM   0:00.08 /usr/libexec/powerexperienced
_applepay        73086   0.0  0.0 435344736   3968   ??  Ss    8:37PM   0:00.05 /System/Library/PrivateFrameworks/NearFieldPrivateServices.framework/Versions/A/XPCServices/NFStorageServer.xpc/Contents/MacOS/NFStorageServer
_applepay        73084   0.0  0.1 435341952   5456   ??  Ss    8:37PM   0:00.27 /usr/libexec/nfcd
ashishsingh      73083   0.0  0.1 435577680  11648   ??  S     8:37PM   0:00.34 /System/Library/CoreServices/Keychain Circle Notification.app/Contents/MacOS/Keychain Circle Notification
ashishsingh      73082   0.0  0.1 435379120   8032   ??  S     8:37PM   0:02.38 /usr/libexec/replayd
root             73070   0.0  0.0 435301856   2192   ??  Ss    8:36PM   0:00.03 /usr/libexec/online-auth-agent
ashishsingh      73069   0.0  0.1 435486336   7088   ??  S     8:36PM   0:00.09 /System/Cryptexes/App/usr/libexec/com.apple.Safari.History
root             73067   0.0  0.1 435341904   5856   ??  Ss    8:36PM   0:00.23 /usr/libexec/ospredictiond
ashishsingh      73066   0.0  0.0 435304352   2592   ??  S     8:36PM   0:00.16 /System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Support/managedcorespotlightd
ashishsingh      73065   0.0  0.0 435301456   4064   ??  S     8:36PM   0:00.06 /usr/libexec/feedbackd
root             73060   0.0  0.0 435340464   3376   ??  Ss    8:36PM   0:00.08 /usr/libexec/securityd_system
ashishsingh      73058   0.0  0.1 435344192   6976   ??  S     8:36PM   0:00.19 /System/Library/PrivateFrameworks/MobileTimer.framework/Executables/mobiletimerd
ashishsingh      73056   0.0  0.1 435372976   8448   ??  S     8:36PM   0:00.79 /usr/libexec/searchpartyuseragent
ashishsingh      73042   0.0  0.4 1949124192  32944   ??  S     8:36PM   0:00.10 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/151.0.7922.77/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --lang=en-GB --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=1452 --time-ticks-at-unix-epoch=-1786462601060958 --launch-time-ticks=49351264948 --shared-files --metrics-shmem-handle=1752395122,r,16967771662371894442,16552788990489021603,2097152 --field-trial-handle=1718379636,r,18192539357796610590,16074816570100697174,262144 --variations-seed-version=20260809-030041.537000-production --pseudonymization-salt-handle=1935764596,r,6779163293611924589,8537752531562903420,4 --trace-process-track-uuid=3190710346896636242 --seatbelt-client=239
ashishsingh      73031   0.0  0.1 435360352   8304   ??  S     8:36PM   0:01.01 /usr/libexec/remindd
root             72977   0.0  0.0 435304896   2960   ??  Ss    8:34PM   0:00.07 /System/Library/Frameworks/Security.framework/Versions/A/XPCServices/com.apple.CodeSigningHelper.xpc/Contents/MacOS/com.apple.CodeSigningHelper
root             72963   0.0  0.0 435359072   3984   ??  Ss    8:33PM   0:00.32 /usr/libexec/aned
ashishsingh      72824   0.0  0.1 435340144   4928   ??  S     8:30PM   0:00.23 /System/Library/PrivateFrameworks/AssistantServices.framework/Versions/A/Support/assistant_service
ashishsingh      72818   0.0  0.1 435365488   8048   ??  S     8:30PM   0:02.37 /System/Library/PrivateFrameworks/HomeKitDaemon.framework/Support/homed
ashishsingh      72799   0.0  0.1 435348208   5728   ??  S     8:30PM   0:00.97 /System/Library/Frameworks/Contacts.framework/Support/contactsd
ashishsingh      72778   0.0  0.1 435352864   5968   ??  Ss    8:29PM   0:01.13 /System/Library/PrivateFrameworks/AppPredictionFoundation.framework/Versions/A/XPCServices/AppPredictionIntentsHelperService.xpc/Contents/MacOS/AppPredictionIntentsHelperService
root             72749   0.0  0.1 435340512   5280   ??  Ss    8:29PM   0:00.28 /usr/libexec/PowerUIAgent
ashishsingh      72741   0.0  0.1 435352496   6176   ??  Ss    8:29PM   0:00.13 /System/Library/Frameworks/ExtensionFoundation.framework/Versions/A/XPCServices/extensionkitservice.xpc/Contents/MacOS/extensionkitservice
ashishsingh      71970   0.0  0.0 439700416   4192   ??  Ss    8:28PM   0:00.22 /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.Networking.xpc/Contents/MacOS/com.apple.WebKit.Networking
ashishsingh      71949   0.0  0.1 435356080   5264   ??  S     8:28PM   0:00.44 /usr/libexec/networkserviceproxy
ashishsingh      71947   0.0  0.1 435344128   5616   ??  S     8:28PM   0:00.44 /System/Library/PrivateFrameworks/CoreParsec.framework/parsecd
ashishsingh      71942   0.0  0.0 507366624    496   ??  Ss    8:28PM   0:00.67 /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.WebContent.xpc/Contents/MacOS/com.apple.WebKit.WebContent
ashishsingh      71910   0.0  0.1 435348784   7424   ??  S     8:28PM   0:01.09 /System/Library/PrivateFrameworks/HearingCore.framework/heard
root             71860   0.0  0.0 435339792   3200   ??  Ss    8:28PM   0:00.22 /usr/libexec/nehelper
root             71838   0.0  0.1 435360768   4832   ??  Ss    8:28PM   0:00.81 /usr/libexec/coreduetd
ashishsingh      71242   0.0  0.1 435347248   6256   ??  Ss    8:19PM   0:00.57 /System/Library/PrivateFrameworks/CloudTelemetry.framework/Versions/A/XPCServices/CloudTelemetryService.xpc/Contents/MacOS/CloudTelemetryService
ashishsingh      70324   0.0  1.2 1949427936  99440   ??  S     8:16PM   2:13.46 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/151.0.7922.77/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --lang=en-GB --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=1393 --time-ticks-at-unix-epoch=-1786462601060958 --launch-time-ticks=48143376575 --shared-files --metrics-shmem-handle=1752395122,r,5964018574463950590,16008766024432985741,2097152 --field-trial-handle=1718379636,r,18192539357796610590,16074816570100697174,262144 --variations-seed-version=20260809-030041.537000-production --pseudonymization-salt-handle=1935764596,r,6779163293611924589,8537752531562903420,4 --trace-process-track-uuid=3190710291611167151 --seatbelt-client=231
ashishsingh      70269   0.0  0.0 435353808   3936   ??  S     8:15PM   0:00.27 /usr/libexec/swcd
root             69897   0.0  0.0 435343632   3136   ??  Ss    8:11PM   0:00.26 /System/Library/PrivateFrameworks/SystemStatusServer.framework/Support/systemstatusd
ashishsingh      69624   0.0  0.1 446373680   4304   ??  S     8:07PM   0:00.52 chrome-devtools-mcp    
ashishsingh      69580   0.0  0.1 435856608   4320   ??  S     8:07PM   0:00.54 npm exec chrome-devtools-mcp@latest --autoConnect --no-usage-statistics --no-performance-crux      
ashishsingh      68275   0.0  0.0 435305024   2048   ??  S     7:42PM   0:00.55 /System/Library/Frameworks/ApplicationServices.framework/Versions/A/Frameworks/HIServices.framework/Versions/A/XPCServices/com.apple.hiservices-xpcservice.xpc/Contents/MacOS/com.apple.hiservices-xpcservice
ashishsingh      68124   0.0  0.0 435404576   3216   ??  Ss    7:40PM   0:40.87 /System/Library/Frameworks/VideoToolbox.framework/Versions/A/XPCServices/VTDecoderXPCService.xpc/Contents/MacOS/VTDecoderXPCService
ashishsingh      67375   0.0  0.1 435361600   5808   ??  S     6:50PM   0:04.99 /usr/libexec/routined LAUNCHED_BY_LAUNCHD
ashishsingh      67237   0.0  0.4 1949412816  32928   ??  S     6:45PM   0:22.11 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/151.0.7922.77/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --lang=en-GB --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=1248 --time-ticks-at-unix-epoch=-1786462601060958 --launch-time-ticks=42720544293 --shared-files --metrics-shmem-handle=1752395122,r,1895744543495888138,12528357789861084898,2097152 --field-trial-handle=1718379636,r,18192539357796610590,16074816570100697174,262144 --variations-seed-version=20260809-030041.537000-production --pseudonymization-salt-handle=1935764596,r,6779163293611924589,8537752531562903420,4 --trace-process-track-uuid=3190710155740099046 --seatbelt-client=129
ashishsingh      67173   0.0  0.1 435381472   4928   ??  S     6:42PM   0:01.19 /System/Library/CoreServices/talagentd
ashishsingh      66775   0.0  0.1 435435040   8176   ??  Ss    6:20PM   0:00.83 /System/Library/PrivateFrameworks/SafariPlatformSupport.framework/Versions/A/XPCServices/com.apple.SafariPlatformSupport.Helper.xpc/Contents/MacOS/com.apple.SafariPlatformSupport.Helper
ashishsingh      66668   0.0  0.1 486061632   6416   ??  S     6:17PM   0:01.42 /Applications/Spotify.app/Contents/Frameworks/Spotify Helper.app/Contents/MacOS/Spotify Helper --type=utility --utility-sub-type=media.mojom.CdmServiceBroker --lang=en --service-sandbox-type=cdm --user-data-dir=/Users/ashishsingh/Library/Caches/com.spotify.client --log-severity=disable --user-agent-product=Chrome/146.0.7680.179 Spotify/1.2.96.518 --shared-files --metrics-shmem-handle=1752395122,r,17142938343921304890,4721904274112478730,524288 --field-trial-handle=1718379636,r,15165164768989790511,16309046213044028105,262144 --disable-features=AutofillActorMode,BackForwardCache,FullscreenBubbleShowOrigin,GatherProcessRequirementMetrics,GlicActorUi,LensOverlay,MacAppCodeSignClone,PartitionAllocDanglingPtr,PartitionAllocUnretainedDanglingPtr,StorageNotificationService --variations-seed-version --pseudonymization-salt-handle=1935764596,r,10895747153640636646,9800218505192165354,4 --trace-process-track-uuid=3190708994745248135 --seatbelt-client=321
ashishsingh      66663   0.0  0.1 485998128   6864   ??  S     6:17PM   0:00.95 /Applications/Spotify.app/Contents/Frameworks/Spotify Helper.app/Contents/MacOS/Spotify Helper --type=utility --utility-sub-type=storage.mojom.StorageService --lang=en --service-sandbox-type=service --user-data-dir=/Users/ashishsingh/Library/Caches/com.spotify.client --log-severity=disable --user-agent-product=Chrome/146.0.7680.179 Spotify/1.2.96.518 --shared-files --metrics-shmem-handle=1752395122,r,15589481378138935213,9379344065794134405,524288 --field-trial-handle=1718379636,r,15165164768989790511,16309046213044028105,262144 --disable-features=AutofillActorMode,BackForwardCache,FullscreenBubbleShowOrigin,GatherProcessRequirementMetrics,GlicActorUi,LensOverlay,MacAppCodeSignClone,PartitionAllocDanglingPtr,PartitionAllocUnretainedDanglingPtr,StorageNotificationService --variations-seed-version --pseudonymization-salt-handle=1935764596,r,10895747153640636646,9800218505192165354,4 --trace-process-track-uuid=3190708990060038890 --seatbelt-client=42
ashishsingh      66661   0.0  0.2 486460080  17376   ??  S     6:17PM   0:49.70 /Applications/Spotify.app/Contents/Frameworks/Spotify Helper.app/Contents/MacOS/Spotify Helper --type=gpu-process --start-stack-profiler --user-data-dir=/Users/ashishsingh/Library/Caches/com.spotify.client --log-severity=disable --user-agent-product=Chrome/146.0.7680.179 Spotify/1.2.96.518 --gpu-preferences=SAAAAAAAAAAgAQAEAAAAAAAAAAAAAGAAAwAAAAAAAAAAAAAAAAAAAAIAAAAAAAAAAAAAAAAAAAAQAAAAAAAAABAAAAAAAAAACAAAAAAAAAAIAAAAAAAAAA== --shared-files --metrics-shmem-handle=1752395122,r,15010129629496093328,17830654450897091334,262144 --field-trial-handle=1718379636,r,15165164768989790511,16309046213044028105,262144 --disable-features=AutofillActorMode,BackForwardCache,FullscreenBubbleShowOrigin,GatherProcessRequirementMetrics,GlicActorUi,LensOverlay,MacAppCodeSignClone,PartitionAllocDanglingPtr,PartitionAllocUnretainedDanglingPtr,StorageNotificationService --variations-seed-version --pseudonymization-salt-handle=1935764596,r,10895747153640636646,9800218505192165354,4 --trace-process-track-uuid=3190708988185955192 --seatbelt-client=27
ashishsingh      66659   0.0  0.0 485843808   3024   ??  S     6:17PM   0:00.07 /Applications/Spotify.app/Contents/Frameworks/Spotify Helper.app/Contents/MacOS/Spotify Helper --monitor-self-annotation=ptype=crashpad-handler --type=crashpad-handler --max-uploads=5 --max-db-size=20 --max-db-age=5 --database=/Users/ashishsingh/Library/Caches/com.spotify.client --url=https://crashdump.spotify.com:443/ --annotation=platform=macosarm64 --annotation=product=spotify --annotation=version=1.2.96.518 --handshake-fd=6
ashishsingh      66639   0.0  0.5 486711872  44688   ??  S     6:17PM   0:50.93 /Applications/Spotify.app/Contents/MacOS/Spotify
ashishsingh      65181   0.0  0.1 435643056   5712   ??  S     5:40PM   0:32.30 /System/Library/CoreServices/screencaptureui.app/Contents/MacOS/screencaptureui
ashishsingh      63853   0.0  1.0 1949406288  82224   ??  S     5:11PM   6:03.49 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/151.0.7922.77/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --lang=en-GB --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=1098 --time-ticks-at-unix-epoch=-1786462601060958 --launch-time-ticks=37055202323 --shared-files --metrics-shmem-handle=1752395122,r,1823897803291299,13816197822516341472,2097152 --field-trial-handle=1718379636,r,18192539357796610590,16074816570100697174,262144 --variations-seed-version=20260809-030041.537000-production --pseudonymization-salt-handle=1935764596,r,6779163293611924589,8537752531562903420,4 --trace-process-track-uuid=3190710015183821696 --seatbelt-client=231
ashishsingh      63643   0.0  0.1 435353568   4672   ??  S     5:08PM   0:17.02 /System/Library/PrivateFrameworks/TCC.framework/Support/tccd
ashishsingh      61550   0.0  0.1 435924688   8352   ??  S     4:30PM   0:09.80 /System/Applications/Calendar.app/Contents/MacOS/Calendar
root             60371   0.0  0.0 435341344   4000   ??  Ss    4:19PM   0:13.59 /usr/libexec/audioanalyticsd
ashishsingh      60368   0.0  1.2 1949171504  97008   ??  S     4:18PM   0:45.24 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/151.0.7922.77/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --lang=en-GB --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=1000 --time-ticks-at-unix-epoch=-1786462601060958 --launch-time-ticks=33902807947 --shared-files --metrics-shmem-handle=1752395122,r,8270563344737577866,5967178321198213035,2097152 --field-trial-handle=1718379636,r,18192539357796610590,16074816570100697174,262144 --variations-seed-version=20260809-030041.537000-production --pseudonymization-salt-handle=1935764596,r,6779163293611924589,8537752531562903420,4 --trace-process-track-uuid=3190709923353720494 --seatbelt-client=129
ashishsingh      59066   0.0  0.0 435309648    512 s008  S+    1:21PM   0:00.27 -zsh
root             59062   0.0  0.0 435308448   1856 s008  Ss    1:21PM   0:00.03 login -pf ashishsingh
ashishsingh      54677   0.0  0.2 1890418768  14768   ??  S    12:37PM   0:01.07 /Applications/Antigravity IDE.app/Contents/Frameworks/Antigravity IDE Helper (Plugin).app/Contents/MacOS/Antigravity IDE Helper (Plugin) /Applications/Antigravity IDE.app/Contents/Resources/app/extensions/node_modules/typescript/lib/typingsInstaller.js --globalTypingsCacheLocation /Users/ashishsingh/Library/Caches/typescript/5.9 --enableTelemetry --typesMapLocation /Applications/Antigravity IDE.app/Contents/Resources/app/extensions/node_modules/typescript/lib/typesMap.json --validateDefaultNpmLocation
ashishsingh      54672   0.0  0.0 435309344    496 s007  Ss+  12:37PM   0:00.28 /bin/zsh -i
ashishsingh      54659   0.0  0.3 1890418976  23824   ??  S    12:37PM   0:01.03 /Applications/Antigravity IDE.app/Contents/Frameworks/Antigravity IDE Helper (Plugin).app/Contents/MacOS/Antigravity IDE Helper (Plugin) --max-old-space-size=3072 /Applications/Antigravity IDE.app/Contents/Resources/app/extensions/node_modules/typescript/lib/tsserver.js --serverMode partialSemantic --useInferredProjectPerProjectRoot --disableAutomaticTypingAcquisition --cancellationPipeName /var/folders/3t/t_zmxljd573839_bvb_mkc180000gn/T/vscode-typescript501/460130b578f6c0c47e6f/tscancellation-ba3cc8fc607b9d445df4.tmp* --locale en --noGetErrOnBackgroundUpdate --canUseWatchEvents --validateDefaultNpmLocation --useNodeIpc
ashishsingh      54658   0.0  0.1 435803248   7984   ??  S    12:37PM   0:07.83 /Users/ashishsingh/.antigravity-ide/extensions/openai.chatgpt-26.803.61601-darwin-arm64/bin/macos-aarch64/codex -c features.code_mode_host=true app-server --analytics-default-enabled
ashishsingh      54546   0.0  0.0 435308800    496 s005  Ss+  12:37PM   0:00.04 /bin/zsh -il
ashishsingh      54533   0.0  0.1 1890418608   6720   ??  S    12:37PM   0:02.18 /Applications/Antigravity IDE.app/Contents/Frameworks/Antigravity IDE Helper (Plugin).app/Contents/MacOS/Antigravity IDE Helper (Plugin) /Users/ashishsingh/.antigravity-ide/extensions/github.vscode-github-actions-0.32.3-universal/dist/server-node.js --node-ipc --clientProcessId=54459
ashishsingh      54505   0.0  0.1 1890418640   9776   ??  S    12:37PM   0:02.29 /Applications/Antigravity IDE.app/Contents/Frameworks/Antigravity IDE Helper (Plugin).app/Contents/MacOS/Antigravity IDE Helper (Plugin) /Applications/Antigravity IDE.app/Contents/Resources/app/extensions/markdown-language-features/dist/serverWorkerMain --node-ipc --clientProcessId=54459
_modelmanagerd   50017   0.0  0.0 435339952   1904   ??  Ss   11:39AM   0:00.10 /System/Library/ExtensionKit/Extensions/TGOnDeviceInferenceProviderService.appex/Contents/MacOS/TGOnDeviceInferenceProviderService -LaunchArguments eyJlbmhhbmNlZFNlY3VyaXR5IjpmYWxzZSwic2VydmljZU5hbWUiOiJjb20uYXBwbGUudGdvbmRldmljZWluZmVyZW5jZXByb3ZpZGVyc2VydmljZSIsInR5cGUiOjh9
ashishsingh      48419   0.0  0.0 446378592   2368   ??  S    11:19AM   0:00.56 chrome-devtools-mcp    
ashishsingh      48175   0.0  0.0 435864960   2384   ??  S    11:19AM   0:00.71 npm exec chrome-devtools-mcp@latest --autoConnect --no-usage-statistics --no-performance-crux      
ashishsingh      48163   0.0  0.2 1892231760  20192   ??  S    11:19AM   0:12.71 /Applications/Antigravity IDE.app/Contents/Frameworks/Antigravity IDE Helper.app/Contents/MacOS/Antigravity IDE Helper --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-GB --service-sandbox-type=none --user-data-dir=/Users/ashishsingh/Library/Application Support/Antigravity IDE --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files --field-trial-handle=1718379636,r,18383460315182919034,15311273113973188016,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,PdfUseShowSaveFilePicker,ScreenCaptureKitPickerScreen,ScreenCaptureKitStreamPickerSonoma --disable-features=CalculateNativeWinOcclusion,LocalNetworkAccessChecks,MacWebContentsOcclusion,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TimeoutHangingVideoCaptureStarts,TraceSiteInstanceGetProcessCreation --variations-seed-version --trace-process-track-uuid=3190708995682289984
ashishsingh      48161   0.0  0.2 1892225536  12640   ??  S    11:19AM   1:17.99 /Applications/Antigravity IDE.app/Contents/Frameworks/Antigravity IDE Helper.app/Contents/MacOS/Antigravity IDE Helper --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-GB --service-sandbox-type=none --user-data-dir=/Users/ashishsingh/Library/Application Support/Antigravity IDE --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files --field-trial-handle=1718379636,r,18383460315182919034,15311273113973188016,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,PdfUseShowSaveFilePicker,ScreenCaptureKitPickerScreen,ScreenCaptureKitStreamPickerSonoma --disable-features=CalculateNativeWinOcclusion,LocalNetworkAccessChecks,MacWebContentsOcclusion,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TimeoutHangingVideoCaptureStarts,TraceSiteInstanceGetProcessCreation --variations-seed-version --trace-process-track-uuid=3190708993808206286
ashishsingh      48158   0.0  0.1 469222064   8240   ??  S    11:19AM   0:03.66 /Applications/Antigravity IDE.app/Contents/Frameworks/Antigravity IDE Helper (Plugin).app/Contents/MacOS/Antigravity IDE Helper (Plugin) --type=utility --utility-sub-type=video_capture.mojom.VideoCaptureService --lang=en-GB --service-sandbox-type=none --message-loop-type-ui --user-data-dir=/Users/ashishsingh/Library/Application Support/Antigravity IDE --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files --field-trial-handle=1718379636,r,18383460315182919034,15311273113973188016,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,PdfUseShowSaveFilePicker,ScreenCaptureKitPickerScreen,ScreenCaptureKitStreamPickerSonoma --disable-features=CalculateNativeWinOcclusion,LocalNetworkAccessChecks,MacWebContentsOcclusion,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TimeoutHangingVideoCaptureStarts,TraceSiteInstanceGetProcessCreation --variations-seed-version --trace-process-track-uuid=3190708991934122588
ashishsingh      48157   0.0  0.1 469217520   8224   ??  S    11:19AM   0:02.99 /Applications/Antigravity IDE.app/Contents/Frameworks/Antigravity IDE Helper.app/Contents/MacOS/Antigravity IDE Helper --type=utility --utility-sub-type=audio.mojom.AudioService --lang=en-GB --service-sandbox-type=audio --message-loop-type-ui --user-data-dir=/Users/ashishsingh/Library/Application Support/Antigravity IDE --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files --field-trial-handle=1718379636,r,18383460315182919034,15311273113973188016,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,PdfUseShowSaveFilePicker,ScreenCaptureKitPickerScreen,ScreenCaptureKitStreamPickerSonoma --disable-features=CalculateNativeWinOcclusion,LocalNetworkAccessChecks,MacWebContentsOcclusion,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TimeoutHangingVideoCaptureStarts,TraceSiteInstanceGetProcessCreation --variations-seed-version --trace-process-track-uuid=3190708990997080739 --seatbelt-client=93
ashishsingh      48152   0.0  0.5 437850288  41616   ??  S    11:19AM   7:26.30 /Applications/Antigravity IDE.app/Contents/Resources/app/extensions/antigravity/bin/language_server_macos_arm --csrf_token 2e07e9e5-b6c5-4421-9489-5d1bb660db87 --extension_server_port 60756 --extension_server_csrf_token 138a9099-98bd-4b78-bc95-a67bc52b7b2a --app_data_dir antigravity-ide --subclient_type ide --cloud_code_endpoint https://cloudcode-pa.googleapis.com
