USER               PID  %CPU %MEM      VSZ    RSS   TT  STAT STARTED      TIME COMMAND
ashishsingh      48132   0.0  0.2 469266256  20848   ??  S    11:19AM   0:34.92 /Applications/Antigravity IDE.app/Contents/Frameworks/Antigravity IDE Helper.app/Contents/MacOS/Antigravity IDE Helper --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-GB --service-sandbox-type=network --user-data-dir=/Users/ashishsingh/Library/Application Support/Antigravity IDE --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files --field-trial-handle=1718379636,r,18383460315182919034,15311273113973188016,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,PdfUseShowSaveFilePicker,ScreenCaptureKitPickerScreen,ScreenCaptureKitStreamPickerSonoma --disable-features=CalculateNativeWinOcclusion,LocalNetworkAccessChecks,MacWebContentsOcclusion,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TimeoutHangingVideoCaptureStarts,TraceSiteInstanceGetProcessCreation --variations-seed-version --trace-process-track-uuid=3190708989122997041 --seatbelt-client=33
ashishsingh      48131   0.0  0.3 469593856  21232   ??  S    11:19AM   2:51.28 /Applications/Antigravity IDE.app/Contents/Frameworks/Antigravity IDE Helper (GPU).app/Contents/MacOS/Antigravity IDE Helper (GPU) --type=gpu-process --user-data-dir=/Users/ashishsingh/Library/Application Support/Antigravity IDE --gpu-preferences=SAAAAAAAAAAgAAAEAAAAAAAAAAAAAGAAAwAAAAAAAAAAAAAAAAAAAAIAAAAAAAAAAAAAAAAAAAAQAAAAAAAAABAAAAAAAAAACAAAAAAAAAAIAAAAAAAAAA== --shared-files --field-trial-handle=1718379636,r,18383460315182919034,15311273113973188016,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,PdfUseShowSaveFilePicker,ScreenCaptureKitPickerScreen,ScreenCaptureKitStreamPickerSonoma --disable-features=CalculateNativeWinOcclusion,LocalNetworkAccessChecks,MacWebContentsOcclusion,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TimeoutHangingVideoCaptureStarts,TraceSiteInstanceGetProcessCreation --variations-seed-version --trace-process-track-uuid=3190708988185955192 --seatbelt-client=33
ashishsingh      48129   0.0  0.0 468957264   2352   ??  S    11:19AM   0:00.04 /Applications/Antigravity IDE.app/Contents/Frameworks/Electron Framework.framework/Helpers/chrome_crashpad_handler --no-rate-limit --monitor-self-annotation=ptype=crashpad-handler --database=/Users/ashishsingh/Library/Application Support/Antigravity IDE/Crashpad --annotation=_companyName=Google --annotation=_productName=Antigravity IDE --annotation=_version=1.107.0 --annotation=plat=OS X --annotation=prod=Electron --annotation=ver=39.2.3 --handshake-fd=21
ashishsingh      48125   0.0  1.0 1892635072  84304   ??  S    11:19AM   3:54.86 /Applications/Antigravity IDE.app/Contents/MacOS/Electron
ashishsingh      48073   0.0  0.0 435348480   3024   ??  Ss   11:15AM   0:04.62 /System/Library/PrivateFrameworks/FileProviderDaemon.framework/XPCServices/FPCKService.xpc/Contents/MacOS/FPCKService
ashishsingh      46807   0.0  0.1 435345488   4944   ??  S    10:52AM   0:05.03 /System/Library/CoreServices/audioaccessoryd
_neuralengine    45287   0.0  0.0 435305040   1536   ??  S    10:35AM   0:01.39 /usr/sbin/distnoted agent
root             44141   0.0  0.0 435352848   2608   ??  Ss   10:29AM   0:00.26 /System/Library/CoreServices/sharedfilelistd
ashishsingh      43235   0.0  0.1 435345536   4688   ??  S    10:26AM   0:03.28 /System/Library/CoreServices/UIKitSystem.app/Contents/MacOS/UIKitSystem system_app_start
ashishsingh      42899   0.0  0.1 435391104   6896   ??  S    10:23AM   0:09.58 /usr/libexec/linkd
ashishsingh      32472   0.0  0.1 435464304   7568   ??  Ss    9:23AM   0:17.44 /System/Library/CoreServices/Screen Time.app/Contents/PlugIns/ScreenTimeWidgetExtension.appex/Contents/MacOS/ScreenTimeWidgetExtension -LaunchArguments eyJzZXJ2aWNlTmFtZSI6ImNvbS5hcHBsZS5TY3JlZW5UaW1lV2lkZ2V0QXBwbGljYXRpb24uU2NyZWVuVGltZVdpZGdldEV4dGVuc2lvbiIsInR5cGUiOjEsImVuaGFuY2VkU2VjdXJpdHkiOmZhbHNlfQ==
_biome           32316   0.0  0.0 435341152   3424   ??  Ss    9:22AM   0:05.01 /System/Library/PrivateFrameworks/BiomeStreams.framework/Support/biomed
ashishsingh      30814   0.0  0.1 435573552   4464   ??  S     9:07AM   0:03.48 /System/Library/CoreServices/UserNotificationCenter.app/Contents/MacOS/UserNotificationCenter
ashishsingh      28516   0.0  0.1 456734528   4944 s000  S+    8:37AM   0:02.79 node /usr/local/bin/omniroute
root             28219   0.0  0.0 435305664   1504   ??  Ss    8:35AM   0:00.02 /usr/libexec/taskgated
ashishsingh      26083   0.0  0.1 435632128   5232   ??  Ss    5:27AM   0:08.72 /System/Applications/Weather.app/Contents/PlugIns/WeatherWidget.appex/Contents/MacOS/WeatherWidget -LaunchArguments eyJzZXJ2aWNlTmFtZSI6ImNvbS5hcHBsZS53ZWF0aGVyLndpZGdldCIsInR5cGUiOjEsImVuaGFuY2VkU2VjdXJpdHkiOmZhbHNlfQ==
ashishsingh      26082   0.0  0.1 435376912   6400   ??  Ss    5:27AM   0:39.15 /System/Library/CoreServices/Batteries.app/Contents/PlugIns/BatteriesAvocadoWidgetExtension.appex/Contents/MacOS/BatteriesAvocadoWidgetExtension -LaunchArguments eyJzZXJ2aWNlTmFtZSI6ImNvbS5hcHBsZS5CYXR0ZXJpZXMuQmF0dGVyaWVzQXZvY2Fkb1dpZGdldEV4dGVuc2lvbiIsInR5cGUiOjEsImVuaGFuY2VkU2VjdXJpdHkiOmZhbHNlfQ==
ashishsingh      25885   0.0  0.1 435625280   7648   ??  Ss    3:48AM   0:09.41 /System/Applications/Stocks.app/Contents/PlugIns/StocksWidget.appex/Contents/MacOS/StocksWidget -LaunchArguments eyJzZXJ2aWNlTmFtZSI6ImNvbS5hcHBsZS5zdG9ja3Mud2lkZ2V0IiwidHlwZSI6MSwiZW5oYW5jZWRTZWN1cml0eSI6ZmFsc2V9
ashishsingh      25854   0.0  0.0 435394096   3728   ??  S     3:14AM   0:04.82 /System/Library/PrivateFrameworks/PassKitCore.framework/passd
ashishsingh      25641   0.0  0.0 435340592   1872   ??  S     1:13AM   0:00.30 /System/Library/PrivateFrameworks/IMDPersistence.framework/IMAutomaticHistoryDeletionAgent.app/Contents/MacOS/IMAutomaticHistoryDeletionAgent
ashishsingh      23828   0.0  0.0 435393152   4000   ??  S     1:04AM   0:03.37 /System/Library/Frameworks/CoreSpotlight.framework/spotlightknowledged -x
ashishsingh      23165   0.0  0.1 435435088  10112   ??  S     1:00AM   0:19.18 /usr/libexec/nsurlsessiond
ashishsingh      22283   0.0  0.0 435309568    192 s000  S    12:56AM   0:00.25 -zsh
root             22280   0.0  0.0 435308528     32 s000  Ss   12:56AM   0:00.03 login -pf ashishsingh
ashishsingh      22278   0.0  0.1 435960112   6496   ??  S    12:56AM   2:00.97 /System/Applications/Utilities/Terminal.app/Contents/MacOS/Terminal
ashishsingh      13042   0.0  0.0 435347648   1712   ??  S    11:22PM   0:01.22 /System/Library/PrivateFrameworks/People.framework/peopled
ashishsingh      10893   0.0  0.0 435305616     16   ??  S    10:47PM   0:00.11 /System/Library/PrivateFrameworks/KerberosHelper/Helpers/DiskUnmountWatcher
ashishsingh       8327   0.0  0.0 435433360   3392   ??  S    10:17PM   0:05.03 /System/Library/CoreServices/PowerChime.app/Contents/MacOS/PowerChime
ashishsingh       4847   0.0  0.0 435519392   2752   ??  S     9:55PM   0:03.08 /System/Library/PrivateFrameworks/UniversalAccess.framework/Versions/A/Resources/universalAccessAuthWarn.app/Contents/MacOS/universalAccessAuthWarn launchd -s
root              4482   0.0  0.0 435313552    192   ??  Ss    9:52PM   0:00.06 /System/Library/Frameworks/OpenGL.framework/Versions/A/Libraries/CVMServer
_appinstalld      4041   0.0  0.0 435305584    944   ??  S     9:46PM   0:02.42 /usr/sbin/distnoted agent
_modelmanagerd    4029   0.0  0.0 435304864    944   ??  S     9:46PM   0:02.46 /usr/sbin/distnoted agent
_modelmanagerd    4028   0.0  0.0 435347328     16   ??  Ss    9:46PM   0:00.23 /System/Library/ExtensionKit/Extensions/TGOnDeviceInferenceProviderService.appex/Contents/MacOS/TGOnDeviceInferenceProviderService -LaunchArguments eyJlbmhhbmNlZFNlY3VyaXR5IjpmYWxzZSwic2VydmljZU5hbWUiOiJjb20uYXBwbGUudGdvbmRldmljZWluZmVyZW5jZXByb3ZpZGVyc2VydmljZSIsInR5cGUiOjh9
ashishsingh       3288   0.0  0.0 435340320    656   ??  S     9:31PM   0:00.13 /System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Support/mdwrite
ashishsingh       2165   0.0  0.5 1949443296  45856   ??  S     9:27PM   3:27.93 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/151.0.7922.77/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --lang=en-GB --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=41 --time-ticks-at-unix-epoch=-1786462601060958 --launch-time-ticks=1264658194 --shared-files --metrics-shmem-handle=1752395122,r,11517945323110298751,7830406156113350224,2097152 --field-trial-handle=1718379636,r,18192539357796610590,16074816570100697174,262144 --variations-seed-version=20260809-030041.537000-production --pseudonymization-salt-handle=1935764596,r,6779163293611924589,8537752531562903420,4 --trace-process-track-uuid=3190709024730587303 --seatbelt-client=65
ashishsingh       2164   0.0  0.1 435423328   6960   ??  Ss    9:27PM   0:05.04 /System/Library/PrivateFrameworks/SafariPlatformSupport.framework/Versions/A/XPCServices/com.apple.SafariPlatformSupport.Helper.xpc/Contents/MacOS/com.apple.SafariPlatformSupport.Helper
ashishsingh       1982   0.0  0.0 435364752   3936   ??  Ss    9:19PM   0:13.24 /System/Library/PrivateFrameworks/CloudDocs.framework/PlugIns/com.apple.CloudDocs.iCloudDriveFileProvider.appex/Contents/MacOS/com.apple.CloudDocs.iCloudDriveFileProvider -LaunchArguments eyJzZXJ2aWNlTmFtZSI6ImNvbS5hcHBsZS5DbG91ZERvY3MuaUNsb3VkRHJpdmVGaWxlUHJvdmlkZXIiLCJ0eXBlIjoxLCJlbmhhbmNlZFNlY3VyaXR5IjpmYWxzZX0=
ashishsingh       1776   0.0  0.0 435341856   2064   ??  S     9:13PM   0:05.61 /System/Cryptexes/App/usr/libexec/PasswordBreachAgent
_rmd              1657   0.0  0.0 435305696    944   ??  S     9:10PM   0:02.54 /usr/sbin/distnoted agent
root              1536   0.0  0.0 435305168    944   ??  Ss    9:08PM   0:00.04 /System/Library/CoreServices/CrashReporterSupportHelper server-init
ashishsingh       1531   0.0  0.0 435353904     16   ??  Ss    9:08PM   0:00.30 /System/Applications/Shortcuts.app/Contents/PlugIns/ShortcutsWidgetExtension.appex/Contents/MacOS/ShortcutsWidgetExtension -LaunchArguments eyJzZXJ2aWNlTmFtZSI6ImNvbS5hcHBsZS5zaG9ydGN1dHMuU2hvcnRjdXRzV2lkZ2V0IiwidHlwZSI6MSwiZW5oYW5jZWRTZWN1cml0eSI6ZmFsc2V9
_fpsd             1520   0.0  0.0 435349920    992   ??  Ss    9:08PM   0:18.06 /System/Library/PrivateFrameworks/CoreFP.framework/Versions/A/fairplayd
_networkd         1489   0.0  0.0 435305040    944   ??  S     9:08PM   0:02.57 /usr/sbin/distnoted agent
root              1486   0.0  0.0 435342048    800   ??  S     9:08PM   0:02.78 /usr/sbin/systemstats --logger-helper /private/var/db/systemstats
_installcoordinationd  1449   0.0  0.0 435305664    960   ??  S     9:08PM   0:02.57 /usr/sbin/distnoted agent
_installcoordinationd  1438   0.0  0.0 435341120   2240   ??  Ss    9:08PM   0:01.35 /System/Library/PrivateFrameworks/InstallCoordination.framework/Support/installcoordinationd
ashishsingh       1072   0.0  0.0 435341808   4176   ??  S     9:08PM   0:05.42 /System/Library/CoreServices/diagnostics_agent
root              1266   0.0  0.0 435342576   3216   ??  Ss    9:08PM   0:01.24 /System/Library/CoreServices/SubmitDiagInfo server-init
ashishsingh       1428   0.0  0.1 486092016   8832   ??  S     9:08PM   0:09.70 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/151.0.7922.77/Helpers/Google Chrome Helper.app/Contents/MacOS/Google Chrome Helper --type=utility --utility-sub-type=video_capture.mojom.VideoCaptureService --lang=en-GB --service-sandbox-type=none --message-loop-type-ui --shared-files --metrics-shmem-handle=1752395122,r,13919855114478245944,7210717644895737258,524288 --field-trial-handle=1718379636,r,18192539357796610590,16074816570100697174,262144 --variations-seed-version=20260809-030041.537000-production --pseudonymization-salt-handle=1935764596,r,6779163293611924589,8537752531562903420,4 --trace-process-track-uuid=3190709005052708474
ashishsingh       1427   0.0  0.1 486082896  12368   ??  S     9:08PM   1:15.48 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/151.0.7922.77/Helpers/Google Chrome Helper.app/Contents/MacOS/Google Chrome Helper --type=utility --utility-sub-type=audio.mojom.AudioService --lang=en-GB --service-sandbox-type=audio --message-loop-type-ui --shared-files --metrics-shmem-handle=1752395122,r,2209875007494785422,14898881463914250401,524288 --field-trial-handle=1718379636,r,18192539357796610590,16074816570100697174,262144 --variations-seed-version=20260809-030041.537000-production --pseudonymization-salt-handle=1935764596,r,6779163293611924589,8537752531562903420,4 --trace-process-track-uuid=3190709004115666625 --seatbelt-client=193
ashishsingh       1426   0.0  0.0 436762544   1408   ??  S     9:08PM   0:08.84 /Applications/Ollama.app/Contents/Resources/ollama serve
_applepay         1412   0.0  0.0 435304912    944   ??  S     9:08PM   0:02.56 /usr/sbin/distnoted agent
ashishsingh       1382   0.0  0.4 1949375936  35888   ??  S     9:08PM   0:25.53 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/151.0.7922.77/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --top-chrome-webui --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --lang=en-GB --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=14 --time-ticks-at-unix-epoch=-1786462601060958 --launch-time-ticks=95604715 --shared-files --metrics-shmem-handle=1752395122,r,16028172840200225809,7767372254186586533,2097152 --field-trial-handle=1718379636,r,18192539357796610590,16074816570100697174,262144 --variations-seed-version=20260809-030041.537000-production --pseudonymization-salt-handle=1935764596,r,6779163293611924589,8537752531562903420,4 --trace-process-track-uuid=3190708999430457380 --seatbelt-client=164
_gamecontrollerd  1267   0.0  0.0 435305136    928   ??  S     9:08PM   0:02.57 /usr/sbin/distnoted agent
_assetcache       1272   0.0  0.0 435304848    640   ??  S     9:08PM   0:02.59 /usr/sbin/distnoted agent
ashishsingh       1190   0.0  0.0 435354736     16   ??  Ss    9:08PM   0:00.13 /System/Applications/Home.app/Contents/PlugIns/HomeWidget.appex/Contents/MacOS/HomeWidget -LaunchArguments eyJzZXJ2aWNlTmFtZSI6ImNvbS5hcHBsZS5Ib21lLkhvbWVXaWRnZXQuSW50ZXJhY3RpdmUiLCJ0eXBlIjoxLCJlbmhhbmNlZFNlY3VyaXR5IjpmYWxzZX0=
ashishsingh       1152   0.0  0.0 435356048     16   ??  Ss    9:08PM   0:00.06 /System/Applications/FindMy.app/Contents/PlugIns/FindMyWidgetPeople.appex/Contents/MacOS/FindMyWidgetPeople -LaunchArguments eyJzZXJ2aWNlTmFtZSI6ImNvbS5hcHBsZS5maW5kbXkuRmluZE15V2lkZ2V0UGVvcGxlIiwidHlwZSI6MSwiZW5oYW5jZWRTZWN1cml0eSI6ZmFsc2V9
ashishsingh       1151   0.0  0.0 435353584     16   ??  Ss    9:08PM   0:00.03 /System/Applications/VoiceMemos.app/Contents/PlugIns/VoiceMemosSettingsWidgetExtension.appex/Contents/MacOS/VoiceMemosSettingsWidgetExtension -LaunchArguments eyJzZXJ2aWNlTmFtZSI6ImNvbS5hcHBsZS5Wb2ljZU1lbW9zLlZvaWNlTWVtb3NTZXR0aW5nc1dpZGdldCIsInR5cGUiOjEsImVuaGFuY2VkU2VjdXJpdHkiOmZhbHNlfQ==
ashishsingh       1150   0.0  0.0 435354912     16   ??  Ss    9:08PM   0:00.20 /System/Applications/Home.app/Contents/PlugIns/HomeEnergyWidgetsExtension.appex/Contents/MacOS/HomeEnergyWidgetsExtension -LaunchArguments eyJzZXJ2aWNlTmFtZSI6ImNvbS5hcHBsZS5Ib21lLkhvbWVFbmVyZ3lXaWRnZXRzIiwidHlwZSI6MSwiZW5oYW5jZWRTZWN1cml0eSI6ZmFsc2V9
ashishsingh       1146   0.0  0.0 435358416     16   ??  Ss    9:08PM   0:00.06 /System/Applications/Journal.app/Contents/PlugIns/JournalWidgetsSecure.appex/Contents/MacOS/JournalWidgetsSecure -LaunchArguments eyJzZXJ2aWNlTmFtZSI6ImNvbS5hcHBsZS5qb3VybmFsLndpZGdldHMuc2VjdXJlIiwidHlwZSI6MSwiZW5oYW5jZWRTZWN1cml0eSI6ZmFsc2V9
ashishsingh       1145   0.0  0.0 435358000     16   ??  Ss    9:08PM   0:00.07 /System/Applications/Journal.app/Contents/PlugIns/JournalWidgets.appex/Contents/MacOS/JournalWidgets -LaunchArguments eyJzZXJ2aWNlTmFtZSI6ImNvbS5hcHBsZS5qb3VybmFsLndpZGdldHMiLCJ0eXBlIjoxLCJlbmhhbmNlZFNlY3VyaXR5IjpmYWxzZX0=
ashishsingh       1143   0.0  0.0 435354176     16   ??  Ss    9:08PM   0:00.08 /System/Applications/FindMy.app/Contents/PlugIns/FindMyWidgetItems.appex/Contents/MacOS/FindMyWidgetItems -LaunchArguments eyJzZXJ2aWNlTmFtZSI6ImNvbS5hcHBsZS5maW5kbXkuRmluZE15V2lkZ2V0SXRlbXMiLCJ0eXBlIjoxLCJlbmhhbmNlZFNlY3VyaXR5IjpmYWxzZX0=
ashishsingh       1142   0.0  0.0 435374032     16   ??  Ss    9:08PM   0:00.13 /System/Applications/Podcasts.app/Contents/PlugIns/PodcastsWidget.appex/Contents/MacOS/PodcastsWidget -LaunchArguments eyJzZXJ2aWNlTmFtZSI6ImNvbS5hcHBsZS5wb2RjYXN0cy53aWRnZXQiLCJ0eXBlIjoxLCJlbmhhbmNlZFNlY3VyaXR5IjpmYWxzZX0=
ashishsingh       1104   0.0  0.0 435353872     16   ??  Ss    9:08PM   0:00.07 /System/Applications/VoiceMemos.app/Contents/PlugIns/RecordWidgetExtension.appex/Contents/MacOS/RecordWidgetExtension -LaunchArguments eyJzZXJ2aWNlTmFtZSI6ImNvbS5hcHBsZS5Wb2ljZU1lbW9zLlJlY29yZFdpZGdldCIsInR5cGUiOjEsImVuaGFuY2VkU2VjdXJpdHkiOmZhbHNlfQ==
ashishsingh       1084   0.0  0.0 435305376    672   ??  S     9:08PM   0:00.30 /System/Library/Frameworks/CryptoTokenKit.framework/ctkahp.bundle/Contents/MacOS/ctkahp
ashishsingh       1054   0.0  0.0 435328208    880   ??  S     9:08PM   0:58.63 /opt/homebrew/opt/redis/bin/redis-server 127.0.0.1:6379 
ashishsingh       1057   0.0  0.0 435340640   1472   ??  S     9:08PM   0:00.50 /System/Library/Image Capture/Support/icdd
ashishsingh       1061   0.0  0.1 435508800   6256   ??  S     9:08PM   0:13.12 Contents/Resources/ChatGPTHelper
root              1076   0.0  0.0 435304720    848   ??  Ss    9:08PM   0:00.32 /System/Library/Frameworks/CryptoTokenKit.framework/ctkahp.bundle/Contents/MacOS/ctkahp -d
ashishsingh       1066   0.0  0.0 435366720   2272   ??  S     9:08PM   0:02.22 /System/Library/CoreServices/AirPlayUIAgent.app/Contents/MacOS/AirPlayUIAgent --launchd
ashishsingh       1074   0.0  0.0 435586256   3024   ??  S     9:08PM   0:05.06 /System/Library/CoreServices/TextInputMenuAgent.app/Contents/MacOS/TextInputMenuAgent
ashishsingh       1041   0.0  0.0 435353696     16   ??  Ss    9:07PM   0:00.05 /System/Applications/Weather.app/Contents/PlugIns/WeatherIntents.appex/Contents/MacOS/WeatherIntents -AppleLanguages ("en-IN")
ashishsingh       1026   0.0  0.0 435356608     16   ??  Ss    9:07PM   0:00.06 /System/Library/CoreServices/Screen Time.app/Contents/PlugIns/ScreenTimeWidgetIntentsExtension.appex/Contents/MacOS/ScreenTimeWidgetIntentsExtension -AppleLanguages ("en-IN")
ashishsingh        957   0.0  0.0 435340832     16   ??  Ss    9:07PM   0:00.06 /System/Library/PrivateFrameworks/MobileTimer.framework/PlugIns/MobileTimerIntents.appex/Contents/MacOS/MobileTimerIntents -AppleLanguages ("en-IN")
ashishsingh        956   0.0  0.0 435405072   3168   ??  Ss    9:07PM   0:01.88 /System/Applications/Calendar.app/Contents/PlugIns/CalendarWidgetExtension.appex/Contents/MacOS/CalendarWidgetExtension -LaunchArguments eyJzZXJ2aWNlTmFtZSI6ImNvbS5hcHBsZS5pQ2FsLkNhbGVuZGFyV2lkZ2V0RXh0ZW5zaW9uIiwidHlwZSI6MSwiZW5oYW5jZWRTZWN1cml0eSI6ZmFsc2V9
ashishsingh        951   0.0  0.0 435568480     16   ??  Ss    9:07PM   0:00.35 /System/Applications/Reminders.app/Contents/PlugIns/RemindersWidgetExtension.appex/Contents/MacOS/RemindersWidgetExtension -LaunchArguments eyJzZXJ2aWNlTmFtZSI6ImNvbS5hcHBsZS5yZW1pbmRlcnMuV2lkZ2V0RXh0ZW5zaW9uIiwidHlwZSI6MSwiZW5oYW5jZWRTZWN1cml0eSI6ZmFsc2V9
ashishsingh        950   0.0  0.0 435406816     16   ??  Ss    9:07PM   0:01.40 /System/Applications/Clock.app/Contents/PlugIns/WorldClockWidget.appex/Contents/MacOS/WorldClockWidget -LaunchArguments eyJzZXJ2aWNlTmFtZSI6ImNvbS5hcHBsZS5jbG9jay5Xb3JsZENsb2NrV2lkZ2V0IiwidHlwZSI6MSwiZW5oYW5jZWRTZWN1cml0eSI6ZmFsc2V9
_securityagent     949   0.0  0.0 435305072    960   ??  S     9:07PM   0:02.59 /usr/sbin/distnoted agent
ashishsingh        944   0.0  0.0 435353984   2496   ??  SN    9:07PM   0:16.44 /System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Support/mdbulkimport -s mdworker-bundle -c MDSImporterBundleFinder -m com.apple.metadata.mdbulkimport
_driverkit         942   0.0  0.0 435239280    560   ??  Ss    9:07PM   0:00.04 /System/Library/DriverExtensions/IOUserBluetoothSerialDriver.dext/IOUserBluetoothSerialDriver com.apple.IOUserBluetoothSerialDriver 0x100000fa7 com.apple.IOUserBluetoothSerialDriver
_driverkit         941   0.0  0.0 435240032    560   ??  Ss    9:07PM   0:00.04 /System/Library/DriverExtensions/IOUserBluetoothSerialDriver.dext/IOUserBluetoothSerialDriver com.apple.IOUserBluetoothSerialDriver 0x100000fa5 com.apple.IOUserBluetoothSerialDriver
_driverkit         940   0.0  0.0 435239488    560   ??  Ss    9:07PM   0:00.04 /System/Library/DriverExtensions/IOUserBluetoothSerialDriver.dext/IOUserBluetoothSerialDriver com.apple.IOUserBluetoothSerialDriver 0x100000fa3 com.apple.IOUserBluetoothSerialDriver
_driverkit         939   0.0  0.0 435239488    560   ??  Ss    9:07PM   0:00.05 /System/Library/DriverExtensions/IOUserBluetoothSerialDriver.dext/IOUserBluetoothSerialDriver com.apple.IOUserBluetoothSerialDriver 0x100000fa1 com.apple.IOUserBluetoothSerialDriver
ashishsingh        936   0.0  0.2 1951143264  18768   ??  S     9:07PM   0:19.69 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/151.0.7922.77/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --extension-process --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --lang=en-GB --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=9 --time-ticks-at-unix-epoch=-1786462601060958 --launch-time-ticks=75471180 --shared-files --metrics-shmem-handle=1752395122,r,15301868594184106341,1739642826949343023,2097152 --field-trial-handle=1718379636,r,18192539357796610590,16074816570100697174,262144 --variations-seed-version=20260809-030041.537000-production --pseudonymization-salt-handle=1935764596,r,6779163293611924589,8537752531562903420,4 --trace-process-track-uuid=3190708994745248135 --seatbelt-client=103
_netbios           935   0.0  0.0 435305744   1040   ??  SNs   9:07PM   0:01.59 /usr/sbin/netbiosd
_accessoryupdater   922   0.0  0.0 435305536    944   ??  S     9:07PM   0:02.61 /usr/sbin/distnoted agent
ashishsingh        838   0.0  0.1 486085520  11504   ??  S     9:07PM   0:10.22 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/151.0.7922.77/Helpers/Google Chrome Helper.app/Contents/MacOS/Google Chrome Helper --type=utility --utility-sub-type=storage.mojom.StorageService --lang=en-GB --service-sandbox-type=service --shared-files --metrics-shmem-handle=1752395122,r,13192689395652508365,2494765514659467052,524288 --field-trial-handle=1718379636,r,18192539357796610590,16074816570100697174,262144 --variations-seed-version=20260809-030041.537000-production --pseudonymization-salt-handle=1935764596,r,6779163293611924589,8537752531562903420,4 --trace-process-track-uuid=3190708990060038890 --seatbelt-client=27
_modelmanagerd     834   0.0  0.0 435400144   4032   ??  Ss    9:07PM   0:05.22 /usr/libexec/modelmanagerd
ashishsingh        830   0.0  0.5 486131184  46128   ??  S     9:07PM   5:05.71 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/151.0.7922.77/Helpers/Google Chrome Helper.app/Contents/MacOS/Google Chrome Helper --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-GB --service-sandbox-type=network --shared-files --metrics-shmem-handle=1752395122,r,3979381901048318946,9869963636120877007,524288 --field-trial-handle=1718379636,r,18192539357796610590,16074816570100697174,262144 --variations-seed-version=20260809-030041.537000-production --pseudonymization-salt-handle=1935764596,r,6779163293611924589,8537752531562903420,4 --trace-process-track-uuid=3190708989122997041 --seatbelt-client=16
ashishsingh        826   0.0  0.0 435346160   2080   ??  S     9:07PM   0:03.87 /System/Library/Frameworks/InputMethodKit.framework/Resources/imklaunchagent
ashishsingh        812   0.0  0.0 435356064     16   ??  Ss    9:07PM   0:00.05 /System/Library/CoreServices/PeopleViewService.app/Contents/PlugIns/PeopleWidget_macOSExtension.appex/Contents/MacOS/PeopleWidget_macOSExtension -LaunchArguments eyJzZXJ2aWNlTmFtZSI6ImNvbS5hcHBsZS5QZW9wbGVWaWV3U2VydmljZS5QZW9wbGVXaWRnZXQtbWFjT1MiLCJ0eXBlIjoxLCJlbmhhbmNlZFNlY3VyaXR5IjpmYWxzZX0=
ashishsingh        810   0.0  0.0 435353840     16   ??  Ss    9:07PM   0:00.04 /System/Applications/Photos.app/Contents/PlugIns/PhotosReliveWidget.appex/Contents/MacOS/PhotosReliveWidget -LaunchArguments eyJzZXJ2aWNlTmFtZSI6ImNvbS5hcHBsZS5QaG90b3MuUGhvdG9zUmVsaXZlV2lkZ2V0IiwidHlwZSI6MSwiZW5oYW5jZWRTZWN1cml0eSI6ZmFsc2V9
